APPLICATIONFEE,APPROVALREQUIRED,AREA,BATHSFULL,BATHSHALF,BEDS,CITY,CLOSEDDATE,COMPACTOR,COMPBONUS,CONNECTIONS,COOLSYSTEM,COOPSALE,COUNTERTOPS,COUNTRY,COUNTY,DAYSONMARKET,DAYSONMARKETCUMULATIVE,DAYSTOCLOSING,DEPOSITPET,DEPOSITSECURITY,GARAGECAP,GPEXT_GEOCODEDATE,GPEXT_LATITUDE,GPEXT_LONGITUDE,LEASEPRICE,LEGALSUBDIVISION,LISTDATE,LISTPRICE,LOTSIZE,LOTSIZESRC,PETS,PHOTOCOUNT,PHOTODATE,REALREMARKS,RECFACILITYFEE,REMARKS,REMOVALOPTDATE,RENTALTERMS,RENTALTYPE,SQFTBLDG,SQFTSOURCE,STORIES,STREETDIR,STREETNAME,STREETNUM,STREETNUMDISPLAY,SUBDIVISION,YEARBUILT,ZIP4,ZIPCODE
40,Y,30,4,0,5,Richmond,4/20/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,NULL,183,FORTBEND,48,48,15,Y,1900,2,2/10/12 8:55,29.55512047,-95.70343018,1900,CANYON GATE AT THE BRAZOS,2/17/12 0:00,1900,9957,APPDS,CSBAS,19,2/17/12 13:05,Please submit applications to offers@gohurley group.com or fax to 281-966-1725 with copy of driver's license and last 2 pay stubs. Money order or cashiers check for $40 (for every adult over 18 on application) made out to Go Hurley Group delivered to our office prior to report being run.,NULL,"Lovely 5 Bedroom Two Story Home Located in the Exclusive Gated Community of Canyon Gate at the Brazos. Formal Living & Dining Rooms, Island Kitchen, Open Floor Plan. Spacious Master Bedroom w/Executive Master Bath w/Garden Tub & Separate Shower. Walk In Closet. Upstairs Gameroom & Large Secondary Bedrooms. Great Family Home. Community Amenities include Pool and Basketball Courts. Close to Hwy 59.",NULL,1YEAR,FREES,3549,APDIS,2,NULL,Pine Mills DR,1307,1307,CANYON GATE AT THE BRAZOS SE,2000,NULL,77469
50,Y,30,2,0,3,SUGAR LAND,4/20/12 0:00,N,NULL,"ELDRY,GASDR",CNELE,N,NULL,183,FORTBEND,47,47,0,Y,1700,2,3/4/12 16:02,29.55857468,-95.68755341,1699,RIVERPARK,3/4/12 0:00,1699,NULL,NULL,CSBAS,16,3/4/12 16:04,NICE AND CLEAN**READY FOR MOVE IN APPLICATION FEE 50.00,NULL,"EXCEPTIONAL WELL CARED HOME**NICE AND VERY CLEAN*DAVID WEEKLEY HOME W/FORMAL LIVING AND DINING,SPACIOUS FAMILY ROOM WITH FIREPLACE AND BUILT-INS CROWN MOLDING*H CEILING*CERAMIC TILE*ISLAND KICHEN*SPLIT PLAN*WOOD BLINDS*MIRRORED DINING ROOM*SPRINKLER SYSTEM*GOOD SIZE YARD WITH PATIO AND DECK*CUL-DE-SAC*EZY ACCESS TO HWY 59.THIS WONT LAST.",NULL,1YEAR,FREES,2140,APDIS,1,NULL,TEAL BROOK LN,1846,1846,GREATWOOD GREEN,1996,6367,77478
30,Y,30,2,0,3,RICHMOND,4/14/12 0:00,N,0,"ELDRY,GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,15,15,28,Y,1075,2,2/15/12 0:12,29.54042816,-95.71118164,1075,BRAZOS VILLAGE,2/14/12 0:00,1075,5739,APPDS,CSBAS,10,2/15/12 0:57,"Well maintained one story home. Pets will be considered by landlord. A pet deposit of $250.00 non refundable if pet is accepted.  Application fee is 30.00 per applicant. Will need a copy of each applicants TDL in color, front and back. Security deposit will be same as rent. Tenants will be required to use G & G Lawn Service and pay for the lawn every two weeks.",NULL,"Cozy one story home with an open & bright floor plan, 3 bedrooms, 2 full baths, master suite has a garden tub & a large walking closet. Nice fauxwood blinds, ceiling fans, huge back yard with view from kitchen area. No neighbors behind. Kitchen is equipped with gas stove & includes refrigerator, washer and dryer. Great community with easy access to Grand Pkwy (Hwy 99) & 59, great Fort Bend Schools,home is ready for your client to move in!",NULL,SHORT,FREES,1285,APDIS,1,NULL,THUNDER BASIN DR,142,142,BRAZOS VILLAGE SEC 2,2004,6198,77469
40,Y,30,1,0,2,Rosenberg,4/14/12 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,14,14,1,NULL,NULL,0,3/30/12 16:13,29.56493759,-95.81272888,675,GOAR AND SONGER,3/30/12 0:00,675,11280,APPDS,NOALL,9,3/30/12 21:37,Ready for move-in.,NULL,"Ready for move-in Nice 2 bedroom hardwood floors, tile in kitchen,granite counter top, washer and dryer all electric appliances,refigarator ",NULL,1YEAR,FREES,2265,APDIS,1,NULL,Mulcahy ST,3022,302-2,GOAR & SONGER S/D,1950,NULL,77471
35,Y,30,2,1,4,ROSENBERG,4/13/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,Formica,183,FORTBEND,13,13,2,Y,1650,2,2/1/12 14:59,29.52659035,-95.73342896,1650,RIVER RUN AT THE BRAZOS,3/29/12 0:00,1650,6989,APPDS,CSBAS,21,3/30/12 9:40,"Owner to have credit history, rental histroy, background check run $35 application, pets case by case.",OWNER,"Located in Rivers Run on the Brazos, barely-lived in energy efficient Pulte home has been well maintained. Welcoming front porch, dramatic 2 story entry, tiled downstairs living areas, master on first floor w/ceiling fans in master, game room, & family room & blinds throughout house. Backyard has plenty of room for pets and family to enjoy. Community offers pool, playgrounds, rec center and more. Easy access to 59, shopping, movies and so much more make this a great place to call home.",NULL,1YEAR,FREES,2484,APDIS,2,NULL,CLOVER LEAF DR,8030,8030,RIVER RUN AT THE BRAZOS,2010,4981,77469
35,Y,30,2,1,3,ROSENBERG,4/13/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,Laminant,183,FORTBEND,4,4,3,Y,1200,2,4/6/12 16:36,29.54994392,-95.7865448,1200,ALAMO S/D,4/6/12 0:00,1200,9000,APPDS,CSBAS,32,4/6/12 17:13,"Please use all TAR forms. Please deliver Application and $35 application fee per individual adult or $50 if married, to the listing agent office. NO SMOKERS PERIOD. Pets will be case by case.",NULL,"Very well kept, crisp, clean, and ready for immediate move in. This awesome home features everything down except for two secondary bedrooms and a bath upstairs. The entire home is tile with carpet only on the stairs. The homes features spacious rooms, lots and lots of storage, and the formal dining and formal living can be one space. The home has a covered patio, fenced back yard, on a  huge corner lot, with huge oak trees, and nice landscaping. Make your appointment today to see this nice home.",4/12/12 0:00,1YEAR,FREES,2048,APDIS,1.5,NULL,AVENUE R,1733,1733,ALAMO S/D SEC 1,1966,4703,77471
50,Y,30,2,0,4,RICHMOND,4/12/12 0:00,NULL,NULL,NULL,CNELE,N,Formica,183,FORTBEND,11,11,9,Y,1450,2,3/22/12 19:09,29.55382347,-95.69590759,1550,CANYON GATE AT THE BRAZOS,3/23/12 0:00,1450,11282,APPDS,YESAL,32,3/23/12 21:48,** VERBALLY ACCEPTED AN APPLICATION ** Litmited listing service. Please make a courtesy call to 832-620-9602 and let the owner (Keyur Patel) know your showing date and time. Suprabox at the front door. It is ok to negotiate the lease directly with the owner. A copy of executed lease agreement must be sent to support@flatfeemls-site.com. Commission is 1/2 mo rent as usual.,OWNER,"Home located on quiet cul-de-sac lot in a gated community. Home features an open floorplan, large covered patio, and tiles throughout. Home is under renovation & many upgrades are being done. Stainless steel appliances.",NULL,LONGT,NULL,2426,APDIS,1,NULL,CANYON POINTE LN,6515,6515,CANYON GATE AT THE BRAZOS SE,2000,6106,77469
40,Y,30,2,0,4,Sugar Land,4/11/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,NULL,183,FORTBEND,17,17,1,Y,1800,2,3/24/12 14:45,29.5474987,-95.66314697,1800,GREATWOOD FAIRVIEW,3/24/12 0:00,1800,NULL,NULL,CSBAS,10,4/11/12 22:40,"Vacant, easy to show. $40 application fee per applicant, $60 for family. Listing Agent is related to owner.",NULL,"Beautiful one storey Weekly home in a quiet section. Laminated wood flooring through living areas and all bedrooms. Tiles in kitchen and bath rooms. Minutes walking to examplary elementary school. Parks, pool and tennis court just nearby. Listing agent is related to owner.",NULL,6MONT,FREES,2263,APDIS,NULL,NULL,Twining Trail,8410,8410,Greatwood Fairview,2000,NULL,77479
50,Y,30,2,0,4,ROSENBERG,4/10/12 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,Formnica,183,FORTBEND,16,16,1,NULL,1350,2,3/24/12 21:24,29.52619362,-95.81885529,1250,COTTONWOOD,3/24/12 0:00,1250,0,APPDS,NOALL,10,3/24/12 22:05,"We will run our own credit & background reports.Each occupant and co-applicant 18 years or older must submit a separate application.Main applicant app fee is $50.00 all others $25.00.Must submit also original application form,copy of valid driver s license & or ID,copies of social security card, money orders/cash accepted for apps,make sure client signs money orders and  make out to Best Texas Home.Application  will not be processed without application fees or IDs.No pets allowed",NULL,"Come see this nice 4 bedroom, 2 bath house with covered patio built in 2007.Enjoy the walking trails leading to the parks and playground for the kids. Just south of 59 makes your access to Rosemberg, Sugar Land, Richmond and Katy quick and easy. New paint and carpet, ready for move in, available April 1st.",NULL,1YEAR,FREES,1896,APDIS,1,NULL,DESERT OASIS LN,1138,1138,COTTONWOOD SEC 2,2007,5879,77471
35,Y,30,2,0,3,ROSENBERG,4/7/12 0:00,N,NULL,NULL,CNELE,N,NULL,183,FORTBEND,64,64,4,Y,NULL,2,7/6/10 17:10,29.5434494,-95.78993225,1150,BAYOU CROSSING,1/30/12 0:00,1150,7078,APPDS,NOALL,11,1/30/12 18:30,Cute as a BUG and ready to move in to!,NULL,"Calling all green thumbs!  This darling home is lushly landscaped and includes a veggie garden with custom shade cover.  Located on a cul-de-sac and has no neighbors behind for maximum privacy.  Hi ceilings thruout, stained faux wood 2'' blinds, stone-look laminate kitchen counters, brushed nickle light fixtures, gas range, tiled shower surrounds, cultured marble bath vanities, master bath includes unique oversized storage closet. Refrigerator, washer and dryer stay! Don't miss this great deal!!",NULL,1YEAR,NULL,1289,APDIS,1,NULL,CYPRESS LANDING CT,3511,3511,BAYOU CROSSING SEC 1,2006,6070,77471
35,N,30,1,0,3,ROSENBERG,4/7/12 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,24,24,1,Y,800,0,3/13/12 13:48,29.54229927,-95.8115921,775,WARD LEAMAN,3/13/12 0:00,775,10000,OTHER,CSBAS,7,3/13/12 13:47,"Good renters please, pets are O.K. Stove and Refrigerator to added at move-in.",NULL,"Cute three bedroom one bath, older home with a ysrd.Central A/C and heat, centrally located to shopping, school. just perfect fot the empty nester or the young couple.",4/7/12 0:00,1YEAR,FREES,1000,SELLR,1,NULL,LEAMAN AVE,15192,1519 #2,WARD-LEAMAN,1948,5034,77471
50,Y,30,3,1,5,RICHMOND,4/6/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,N,GRANITE,183,FORTBEND,52,52,23,Y,2345,2,1/22/12 11:02,29.56082726,-95.72041321,2345,RIVERPARK WEST,1/22/12 0:00,2345,9385,APPDS,CSBAS,18,1/29/12 9:20,"App fee is $50/person, $100/couple (cash/cashiers check/money order ONLY made out to VPS). App fee can be paid with credit card. Previous evictions and bad credit accepted ONLY with additional security deposits. In order to get a response, please submit the following: Application, App fee, Picture ID, Paystubs (Proof of Income). Send all required documents to MIKEB@AMERISOURCEREALTY.COM. PRICING IS FIRM AND HOME IS NOT FORSALE.",NULL,"Huge 4200+ sqft home with 5 bedrooms & 3.5 baths + media & study! Located in riverpark west, built by j. Patrick homes. Gourmet kitchen with maple cabinets, granite countertops, kitchen island, stainless steel built in appliances & stainless steel refrigerator. Designer paint, wrought iron stairway, washer & dryer included. Large covered rear patio with large rear yard, includes full sprinkler system. Energy star home so low utility bills. A must see!! Easy access to us 59 and grand parkway.",NULL,1YEAR,FREES,4242,APDIS,2,NULL,FIELDCREST LN,22306,22306,RIVERPARK WEST SEC 4,2006,5644,77469
50,Y,30,4,0,6,SUGAR LAND,4/6/12 0:00,N,0,NULL,"CNELE,ZONED",Y,Solid Surface,183,FORTBEND,9,9,0,Y,2485,2,7/13/11 9:58,29.56722069,-95.69352722,1950,RIVERPARK WEST,3/28/12 0:00,1975,8148,APPDS,CSBAS,21,3/28/12 15:28,"Text ''3103'', your public ID and showing time request to 281-744-2433.",NULL,"BIG HOUSE>BIG FAMILY>< LOW PRICE. Multi generational 6 bedroom home. Master suite plus extra bedroom with adjoining full bath on first level, four bedrooms, 2 baths upstairs split by game room. 2 bedrooms with Hollywood bath, three living areas (living room front, den with fireplace at back and game room upstairs). No back neighbors (easement), detached garage with wide driveway. Several fruit bearing trees in the back yard.",NULL,1YEAR,NULL,3342,APDIS,2,NULL,ASPEN HOLLOW LN,3103,3103,RIVER PARK,2005,3842,77479
75,Y,30,2,0,4,Sugar Land,4/5/12 0:00,N,NULL,NULL,CNELE,N,laminate,183,FORTBEND,50,50,0,Y,1750,2,7/11/11 19:37,29.54087639,-95.68151093,1750,GREATWOOD CROSSING,2/15/12 0:00,1750,NULL,SURVY,CSBAS,18,NULL,"Popular 1 story with large backyard;extended patio;no back neighbors. Open floor plan- 10' ceilings in entry, living, kitchen, dining areas. 4th BR could be a study.  Wood laminate in din,liv,and MBR.  Tile in entry,hallways, kitchen,breakfast room,utility,baths. All appliances with washer, dryer, refrigerator to stay. Very well kept and clean home. Rental can begin 30 days after lease approval.",NULL,"1 story with large backyard; split floor plan; extended patio; no back neighbors! Open floor plan-10'ceilings in entry,living,kitchen,dining areas. 4th BR could be a study. Wood laminate in dining,living,and master bedroom. Tile in entry,hallways,kitchen,breakfast room,utility,baths. Dual sinks in both baths. Separate shower/tub in master bath w/walk in closet. All appliances with washer, dryer, refrigerator to stay. Sprinkler system. Move-in 30 days after lease approval.",NULL,1YEAR,NULL,2010,APDIS,1,NULL,Broken Oak Lane,7522,7522,Greatwood Crossing,1999,6460,77479
50,Y,30,3,0,3,RICHMOND,4/5/12 0:00,NULL,NULL,NULL,CNELE,Y,AVANZA,183,FORTBEND,32,32,1,Y,2300,2,3/3/12 15:52,29.56132889,-95.72151184,2300,RIVERPARK WEST,3/3/12 0:00,2300,8478,APPDS,YESAL,14,3/3/12 16:37,"$50.00 APPLICATION FEE.  WASHER, DRYER AND REFRIGERATOR CAN REMAIN.",NULL,"STUNNING MERITAGE 1.5 STORY PLAN FEATURING BRICK & STONE HOUSE ON CORNER LOT.  PREMIUM UPGRADES & BUILT-INS THROUGHOUT.  ARCHES & NICHES.  SOARING ENTRY W/WROUGHT IRON STAIRCASE LEADING TO GAMEROOM & MEDIA ROOM.  FORMAL DINING & A STUDY AT ENTRY.  KITCHEN FEATURES AVANZA COUNTERTOP W/TILE BACKSPLASH & STAINLESS STEEL APPLIANCES.  FAMILY ROOM HAS ARCHED CAPSTONE FIREPLACE.  MASTER SUITE WITH SEPARATE SINKS & CLOSETS.  COVERED BACK PORCH, SPRINKLERS, 4'' PLANTATION BLINDS & MUCH MORE.",NULL,1YEAR,NULL,2972,APDIS,1.5,NULL,AUBURN CANYON LN,22415,22415,RIVERPARK WEST SEC 4,2006,5642,77469
35,Y,30,2,1,4,ROSENBERG,4/5/12 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,2,2,1,Y,1300,2,2/23/09 14:23,29.55279922,-95.7890625,1300,TOBOLA,4/2/12 0:00,1300,7200,APPDS,CSBAS,15,4/2/12 11:49,"No indoor pets please, good tenants only please and no smokers please.",NULL,"Unique older home used to to a duplex, home with an addition.  This property has aolt of charm that includes two kitchens, ceramic tile, hardwoods, recent roof and A/C. a wooden deck.",4/4/12 0:00,1YEAR,FREES,1859,APDIS,1,NULL,MILES ST,1512,1512,TOBOLA S/D SEC 1,1965,4647,77471
35,Y,30,5,1,4,Fulshear,4/4/12 0:00,N,NULL,NULL,"CNELE,ZONED",Y,NULL,183,FORTBEND,55,55,4,Y,3500,3,2/8/12 12:48,29.66902924,-95.94190216,3500,WESTON LAKES,2/5/12 0:00,3500,19328,APPDS,CSBAS,25,2/14/12 14:57,"AGENTS:  We have a verbal agreement, waiting on the contract to be executed through snail mail.    Landlord to pay monthly social membership for pool, tennis, restaurant, bar & grill, golf.  Renters to pay their own fees to participate. All measurments are accurate, but not guaranteed. Seller is requesting 1st month, last month plus deposit for short term rental.",NULL,"Short Term Lease-Only home in the area,or just want to rent an extraordinary home for a short time,on the waterfront,nestled in a cul-de-sac.Stunning views from every room,Screened in porch,opendeck w/swing,Island kitchen&Breakfast bar wrapped in granite w/Jennaire&Sub Zero Appliances.Master Suite w/fireplace,french doors open to porch,Large mstr bath w/doorless shower&Designer granite.Each bedroom has private bath.Media/Gameroom w/Kitchen&Full bath,could be separate living quarters off garage.",NULL,6MONT,FREES,4116,APPRS,1.5,NULL,Whickham Court,4711,4711,Weston Lakes,1993,4038,77441
35,Y,30,2,0,3,RICHMOND,4/2/12 0:00,N,NULL,"ELDRY,WASHR",CNELE,N,NULL,183,FORTBEND,54,54,1,N,850,1,3/30/09 15:32,29.57352448,-95.78191376,825,RIVERWOOD VILLAGE,2/7/12 0:00,825,0,APPDS,NOALL,10,2/7/12 15:26,Long term tenants please. No smoking and no pets please.,NULL,"Three bedrooms home with recent appliances, light fixtures, fresh paint thru out. Not alot of thru traffic. Trees in front yard",4/2/12 0:00,1YEAR,FREES,1143,APDIS,1,NULL,QUEBEC BLVD,5114,5114,RIVERWOOD VILLAGE SEC 1,1984,2628,77469
30,Y,30,2,0,3,ROSENBERG,4/1/12 0:00,NULL,NULL,NULL,CNELE,N,formica,183,FORTBEND,12,12,22,NULL,1100,2,2/28/12 7:58,29.56967545,-95.77233124,1075,PECAN PARK,2/27/12 0:00,1100,0,APPDS,NOALL,28,2/28/12 17:50,Application fee is $30 a person or $50 a couple. Applicants need to apply at Stabilitypropertyservices.net,NULL,The atrium provides the beauty to the tenant as he/she sits in the den. The laminate wood floors in the den adds warmth that the guests will love. The chef of the family will love the kitchen that overlooks the den. The tenant will love the patio off of the den and enjoy the atrium from their bed.,3/12/12 0:00,1YEAR,FREES,1765,APDIS,1,NULL,WILSON DR,1200,1200,PECAN PARK SEC 1,1984,2232,77471
35,Y,30,2,0,3,SUGAR LAND,3/31/12 0:00,Y,NULL,"GASDR,WASHR",CNELE,N,NULL,183,FORTBEND,23,23,10,Y,1320,2,2/27/12 20:14,29.56915283,-95.69090271,1320,ALCORN BEND,2/27/12 0:00,1320,0,APPDS,CSBAS,18,2/27/12 20:49,"Owner is looking for exemplary tenant. Please submit credit report,application with clear ( scan ) copy of diver's license & passed 2 month pay check stub. Please turn off all lights when leaving. Thank you for showing!",NULL,"Beautiful one story in great condition, easy access to 59. Very Quiet neighborhood. Open split bedroom plan with formal living, dining and family room. Luxurious master suite. Open kitchen with large breakfast area. Family room with a cozy fireplace. Big back yard, good for summer entertaining. It is ready to move in.",NULL,1YEAR,NULL,2018,APDIS,1,NULL,MEADOW CANYON DR,5230,5230,RIVERPARK SEC 11,2003,8873,77479
35,Y,30,2,0,3,RICHMOND,3/31/12 0:00,N,NULL,"ELDRY,GASDR,WASHR",CNELE,Y,GRANITE,183,FORTBEND,27,27,2,Y,1500,2,10/15/09 13:07,29.55475616,-95.69644928,1600,CANYON GATE AT THE BRAZOS,3/2/12 0:00,1600,0,APPDS,CSBAS,18,3/2/12 17:20,"Please provide Readable Lease Applications, Drivers License, Social Security Card, two months paystubs.  One application for each person over 18.",NULL,"LUXURIOUS AND LOVELY ONLY BEGIN TO DESCRIBE THIS BEAUTIFUL HOME WHICH FEATURES A BRIGHT ISLAND KITCHEN WITH WINDOW SEAT, FABULOUS MASTER SUITE WITH LARGE WALK-IN CLOSET, ART NICHES THROUGHOUT, LIVING ROOM COULD BE A 4TH BEDROOM IF NEDED, OUTSIDE THERE IA A LOVELY RELAXING PATIO!",NULL,1YEAR,FREES,2397,BUILD,1,NULL,CANYON ESTATES LN,6503,6503,CANYON GATE AT THE BRAZOS SE,1999,6109,77469
45,Y,30,2,1,3,RICHMOND,3/31/12 0:00,NULL,NULL,NULL,CNELE,N,NULL,183,FORTBEND,21,21,6,Y,1200,1,3/4/12 13:22,29.50014687,-95.75983429,1200,SUNRISE MEADOW,3/4/12 0:00,1200,6250,APPDS,CSBAS,12,3/4/12 14:18,"PLEASE SUBMIT LEASE APPLICATION, COPY OF DL'S, SS CARD, COPY OF ONE MO. PAYCHECK STUBS,& $45.00 APPLICATION FEE. ONCE APPROVE BY THE OWNER SECURITY DEP WHICH IS $1200 IS DUE WITH IN 48 HOURS AND FIRST MO WILL BE COLLECTED 2 DAYS BEFORE MOVE IN. THANKS FOR SHOWING.",NULL,"WOW.. BEAUTIFUL 3 BEDROOM 2 1/2 BATH, RECENTLY INSTALLED BAMBOO FLOORS IN ALL BEDROOMS, HALLWAY,AND LIVING ROOM.TV IN THE MASTER BEDROOM  STAY, WASHER/DRYER,REFRIGERATOR, WATER SOFTENER INCLUDED. HOUSE BUILT IN 2005 AND SET IN A LOVELY PEACEFUL NEIGHBORHOOD IN RICHMOND/ROSENBERG AREA, GOOD SIZE BACKYARD...YOU GOTTA SEE THIS. THANKS FOR SHOWING.",3/27/12 0:00,1YEAR,NULL,1334,APDIS,2,NULL,HOLLOW COVE LN,3915,3915,SUNRISE MEADOW SEC 1,2005,4126,77469
0,Y,30,3,1,4,SUGAR LAND,3/30/12 0:00,N,NULL,"ELDRY,WASHR","CNELE,ZONED",N,FORMICA,183,FORTBEND,279,279,24,Y,2300,2,6/1/11 13:21,29.54982185,-95.67935944,1900,GREATWOOD TRAILS,6/1/11 0:00,2150,NULL,APPDS,CSBAS,12,6/1/11 14:49,PROVIDE CREDIT REPORT RESULTS WITH LEASE APPICATION. May be able to start lease sooner than July 1st.,OWNER,"LARGE VILLAGE TWO STORY HOME ON TREE-LINED STREET. HUGE FAMILY ROOM WITH FIREPLACE, ISLAND KITCHEN AND BREAKFAST ROOM. STUDY/LIVING ROOM WITH FRENCH DOORS. CLOSE TO ELEMENTARY SCHOOL, RECREATION CENTER WITH POOL.",NULL,1YEAR,FREES,3475,APDIS,2,NULL,QUIET TRAIL,1422,1422,GREATWOOD TRAILS,1993,6226,77479
40,Y,30,2,1,4,Sugar Land,3/30/12 0:00,N,NULL,"ELDRY,GASDR,WASHR","CNELE,ZONED",N,Granite,183,FORTBEND,138,138,33,NULL,2100,2,10/13/11 19:47,29.55139542,-95.68133545,2000,GREATWOOD TRAILS,10/11/11 0:00,2000,NULL,NULL,NOALL,29,12/12/11 9:15,Please call Shanda Baker Kearns for more info at 713-822-1917. Credit Report/Background Check $40 per applicant.,OWNER,"Spacious home located on a quiet, cul-de-sac street just down from the recreation complex. Spacious backyard with extended patio. Updated kitchen with granite counters, tile flooring, double oven, and gas range. Hardwoods in formal dining and family room. Private study with French doors. Master down. Luxurious master bath with dual sink vanity, separate shower, whirlpool tub, and large walk-in closet. Upstairs gameroom. Sprinkler system.",NULL,1YEAR,FREES,2915,APDIS,2,NULL,Stone Trail Dr.,1523,1523,Greatwood Trails,1991,6215,77479
75,Y,30,3,0,4,FULSHEAR,3/30/12 0:00,N,NULL,"ELDRY,WASHR",CNELE,Y,GRANITE,183,FORTBEND,138,138,2,Y,2800,2,11/11/11 10:39,29.70033455,-95.86399078,2600,CROSS CREEK RANCH,11/11/11 0:00,2695,8883,APPDS,CSBAS,20,11/11/11 12:29,"Original signed app. (No faxes please) $75 app fee to ''Ross Murphy Operating Acct.''  Proof of stated income for past 2 years.  Good photo copy of ID or DL or Passport. Page 4 of app. must say ''Ross Murphy Property Mgt. Services, LLC.''  Professionally managed Home.  PM Co. will write lease docs.  Thanks for Showing!  ",NULL,"BEAUTIFUL ONE STORY PERRY HOME-LIKE NEW! EXTENDED ENTRY OPENS TO STUDY W/FRENCH DOORS, FORMAL DINING ROOM W/WOOD FLOORS & GAMEROOM. SPACIOUS DEN FEATURES CAST STONE FIREPLACE & OPENS TO KITCHEN W/GE STAINLESS APPLIANCES, LARGE ISLAND W/SEATING & GRANITE COUNTERS. MASTER SUITE FEATURES RAISED CEILING, GRANITE VANITY, TILED SHOWER & GARDEN TUB. THREE SPACIOUS SECONDARY BEDROOMS & TWO FULL BATHS. PLANTATION SHUTTERS THRUOUT, ELEGANT MOLDINGS, EXTENDED PATIO IN BACKYARD & MORE-DON'T MISS THIS ONE!",NULL,1YEAR,FREES,2983,APDIS,1,NULL,RIDGECREEK COVE LN,28206,28206,CROSS CREEK RANCH,2010,2000,77441
40,Y,30,2,1,5,RICHMOND,3/30/12 0:00,NULL,NULL,"ELDRY,WASHR",CNELE,N,Granite,183,FORTBEND,21,21,10,Y,1700,2,2/28/12 16:59,29.54554558,-95.71261597,1700,CANYON GATE AT THE BRAZOS,2/28/12 0:00,1700,6740,APPDS,CSBAS,15,3/1/12 18:08,"Fresh interior paint. Granite countertops. Baywindows in breakfast room, dining room, and master bedroom. Stainless steel appliances. Tile floor in kitchen and breakfast. Ready for move in. Application fee in cash or certified fund to SIA Group. Picture ID required. One month + equal amount of deposit in certified fund. Please submit application with lease.",NULL,"Fresh interior paint. Granite countertops. Baywindows in breakfast room, dining room, and master bedroom. Stainless steel appliances. Tile floor in kitchen and breakfast. Ready for move in. ",NULL,1YEAR,FREES,2535,APDIS,2,NULL,INDIGO TRAILS DR,5610,5610,CANYON GATE AT THE BRAZOS SE,2005,6238,77469
